City,AccentCity,ProvinceName,Latitude,Longitude,ProvinceID
leeuwkuil,Leeuwkuil,North West,-25.233333,26.616667,10
leeuwpoort,Leeuwpoort,Free State,-29.814346,26.218539,3
leeuwpoort,Leeuwpoort,Limpopo,-24.916507,27.731537,9
leeuw rivier,Leeuw Rivier,Free State,-29.259691,27.207209,3
leeuwvlei,Leeuwvlei,Free State,-29.016667,25.866667,3
leevdrift,Leevdrift,Eastern Cape,-32.862332,26.304267,5
leevwkuil,Leevwkuil,Mpumalanga,-24.983333,28.933333,7
lefanyane,Lefanyane,Limpopo,-23.655373,28.839927,9
lefaragatlhe,Lefaragatlhe,North West,-25.624497,27.200746,10
lefifi,Lefifi,Mpumalanga,-25.083333,28.65,7
lefiso,Lefiso,Limpopo,-24.934047,28.900646,9
lefiswane,Lefiswane,Mpumalanga,-24.968949,28.85172,7
legapane,Legapane,Limpopo,-24.735525,30.098709,9
legkraal,Legkraal,Limpopo,-23.37092,29.559545,9
legobwe,Legobwe,Limpopo,-24.25,29.95,9
legogolwe,Legogolwe,North West,-25.090619,27.19908,10
legolaneng,Legolaneng,Limpopo,-24.967151,29.620927,9
legonyane,Legonyane,North West,-25.276676,27.778228,10
legotlhong,Legotlhong,Limpopo,-23.433676,29.168134,9
lehau,Lehau,Limpopo,-25.0525,28.467778,9
lehlakaneng,Lehlakaneng,Eastern Cape,-30.48878,28.570356,5
lehlaka park,Lehlaka Park,Mpumalanga,-26.166561,29.197233,7
lehlakong,Lehlakong,Limpopo,-24.953608,29.888564,9
lehlangubu,Lehlangubu,Eastern Cape,-30.793097,28.541124,5
lehlohlong,Lehlohlong,Limpopo,-23.533333,29.15,9
lehlohonola,Lehlohonola,Eastern Cape,-30.224566,28.882864,5
lehlohonolo,Lehlohonolo,Eastern Cape,-30.224566,28.882864,5
lehlonono,Lehlonono,Eastern Cape,-30.224566,28.882864,5
lehmansdrif,Lehmansdrif,Eastern Cape,-31.907267,26.640832,5
lehwiting,Lehwiting,Mpumalanga,-24.7,30.75,7
leipoldtville,Leipoldtville,Western Cape,-32.22287,18.48097,11
leipoldville,Leipoldville,Western Cape,-32.22287,18.48097,11
leisure crest,Leisure Crest,KwaZulu Natal,-31.016057,30.24572,2
lejakane,Lejakane,North West,-26.178081,23.675705,10
lekabi,Lekabi,Free State,-27.016667,27.8,3
lekgophung,Lekgophung,North West,-24.803599,26.011161,10
lekgwareng,Lekgwareng,Eastern Cape,-30.755856,28.43639,5
lekgwareng,Lekgwareng,Limpopo,-24.316667,30.1,9
lekhalaneng,Lekhalaneng,Eastern Cape,-30.433333,28.6,5
lekhalong,Lekhalong,Eastern Cape,-30.385814,28.463775,5
lekhoba,Lekhoba,Eastern Cape,-30.539236,28.507215,5
lekhureng,Lekhureng,Limpopo,-23.548626,28.92785,9
lekhuswaneng,Lekhuswaneng,Limpopo,-24.333333,29.583333,9
lekiting,Lekiting,Limpopo,-23.435933,28.902439,9
lekkerrus,Lekkerrus,North West,-25.802814,27.482756,10
lekkersing,Lekkersing,Northern Cape,-29.003227,17.09322,8
lekkersing school,Lekkersing School,Northern Cape,-29.003227,17.09322,8
lek-lek,Lek-Lek,Northern Cape,-27.360592,23.967875,8
lekubu,Lekubu,North West,-25.386704,26.093896,10
lekurung,Lekurung,Limpopo,-24.385901,29.640936,9
lekutung,Lekutung,North West,-25.145722,27.105844,10
leliefontein,Leliefontein,Northern Cape,-30.314656,18.082778,8
lemaenfontein,Lemaenfontein,Eastern Cape,-31.398565,26.812688,5
lemoendontein,Lemoendontein,Eastern Cape,-30.717051,26.917609,5
lemoenfontein,Lemoenfontein,Free State,-29.73317,26.399581,3
lemoenfontein,Lemoenfontein,Eastern Cape,-32.754314,28.032451,5
lemoen hoek,Lemoen Hoek,Free State,-29.361048,25.945238,3
lemoenkloof,Lemoenkloof,Free State,-29.733333,26.25,3
lemoenkloof,Lemoenkloof,Eastern Cape,-31.01935,26.714466,5
lemoen kloof,Lemoen Kloof,Eastern Cape,-31.267853,25.611412,5
lemoenkloof,Lemoenkloof,Eastern Cape,-31.481268,26.990976,5
lenasia,Lenasia,Gauteng,-26.320516,27.835641,6
lenatong,Lenatong,North West,-25.133333,27.9,10
lengwelenowe,Lengwelenowe,North West,-27.466667,23.633333,10
lenkwane,Lenkwane,Limpopo,-23.736954,28.613563,9
lennoxton,Lennoxton,KwaZulu Natal,-27.771409,29.914503,2
lenotong,Lenotong,North West,-25.582968,27.170036,10
lenteland,Lenteland,Gauteng,-26.578223,27.893563,6
lente,Lente,Free State,-29.317026,25.717021,3
lentelus,Lentelus,Eastern Cape,-30.766701,26.939084,5
lentevlei,Lentevlei,Free State,-29.235524,26.220554,3
lenting,Lenting,Limpopo,-24.435951,29.520148,9
lenyenye,Lenyenye,Limpopo,-23.970561,30.269653,9
leokaneng,Leokaneng,Limpopo,-23.525396,29.027857,9
leonie,Leonie,Mpumalanga,-25.134444,28.433889,7
lepelfontein,Lepelfontein,Northern Cape,-31.05,17.833333,8
lepelfontein nedersetting,Lepelfontein Nedersetting,Western Cape,-31.043395,17.852013,11
lepelle,Lepelle,Limpopo,-24.433333,30.6,9
lephong,Lephong,Limpopo,-24.712167,31.314891,9
leroro,Leroro,Mpumalanga,-24.616667,30.8,7
lerulaneng,Lerulaneng,North West,-25.520859,27.901511,10
lesetlheng,Lesetlheng,North West,-25.157054,27.126079,10
lesetse,Lesetse,Limpopo,-24.35,30.033333,9
lesetsi,Lesetsi,Limpopo,-24.356228,29.711357,9
lesfontein,Lesfontein,Eastern Cape,-31.567735,25.689702,5
leshoane,Leshoane,Limpopo,-23.85,29.816667,9
leshwane,Leshwane,Limpopo,-23.85,29.816667,9
leslie,Leslie,Mpumalanga,-26.367371,28.918896,7
lesobeng,Lesobeng,North West,-25.0605,27.100675,10
le souvenir,Le Souvenir,Western Cape,-31.7,18.516667,11
lesseyton,Lesseyton,Eastern Cape,-31.850315,26.777607,5
lesung,Lesung,North West,-25.518634,27.370003,10
leswika,Leswika,Limpopo,-24.583333,29.466667,9
letaba estates,Letaba Estates,Limpopo,-23.85606,30.276754,9
letaba,Letaba,Limpopo,-23.9,30.066667,9
lethakeng,Lethakeng,North West,-25.152689,26.720243,10
lethola,Lethola,North West,-27.55,24.766667,10
letlhokwaneng,Letlhokwaneng,Limpopo,-24.325662,29.739721,9
letsapa,Letsapa,North West,-26.296044,25.293733,10
letselaskraal,Letselaskraal,Free State,-28.55,28.316667,3
letsitele,Letsitele,Limpopo,-23.882433,30.395344,9
letswatla,Letswatla,Limpopo,-23.016027,28.704392,9
levubu,Levubu,Limpopo,-23.094889,30.290797,9
levubu-nedersetting,Levubu-Nedersetting,Limpopo,-23.084069,30.286336,9
levubye,Levubye,Limpopo,-23.1,30.416667,9
lewisham,Lewisham,Gauteng,-26.122451,27.814421,6
lewuswood,Lewuswood,Eastern Cape,-33.254138,27.079342,5
leydsdorp,Leydsdorp,Limpopo,-23.995438,30.520552,9
libani,Libani,Free State,-29.305137,25.767775,3
libode,Libode,Eastern Cape,-31.543315,29.016396,5
lichtenburg,Lichtenburg,North West,-26.152004,26.159679,10
lidgetton,Lidgetton,KwaZulu Natal,-29.440471,30.099969,2
liebendal,Liebendal,Eastern Cape,-31.717733,25.925149,5
liepsfontein,Liepsfontein,Eastern Cape,-31.013281,25.664148,5
lififi,Lififi,Mpumalanga,-25.083333,28.65,7
ligfontein,Ligfontein,Mpumalanga,-25.142766,30.945779,7
likamoreng,Likamoreng,Eastern Cape,-30.266667,28.433333,5
likhetlane,Likhetlane,Eastern Cape,-30.349059,28.514083,5
lilani,Lilani,KwaZulu Natal,-29.116667,30.85,2
liliefontein,Liliefontein,Free State,-29.526971,25.966761,3
lillydale,Lillydale,Limpopo,-24.86638,31.368928,9
lilydale,Lilydale,Free State,-30.014101,25.956935,3
lily vale,Lily Vale,Eastern Cape,-31.990616,26.952187,5
lilyvale,Lilyvale,Eastern Cape,-33.016155,26.974978,5
limberg,Limberg,Limpopo,-23.801691,28.892082,9
limburg,Limburg,Limpopo,-23.801691,28.892082,9
lime acres,Lime Acres,Northern Cape,-28.361965,23.469919,8
limehill,Limehill,KwaZulu Natal,-28.435803,30.243906,2
limestone kraal,Limestone Kraal,Northern Cape,-28.4,24.066667,8
limewell,Limewell,Northern Cape,-28.840727,22.506137,8
linana,Linana,Free State,-29.024823,27.098436,3
lincelles,Lincelles,Free State,-30.033333,27.116667,3
lincoln york,Lincoln York,Limpopo,-23.049573,29.770632,9
lindani,Lindani,Limpopo,-24.783333,31.25,9
linden,Linden,Free State,-29.18485,26.030226,3
linden,Linden,Gauteng,-26.130879,27.996152,6
lindequesdrif,Lindequesdrif,Gauteng,-26.741433,27.577677,6
lindequesdrift,Lindequesdrift,Gauteng,-26.741433,27.577677,6
lindesdal,Lindesdal,Eastern Cape,-31.817919,25.599156,5
lindini,Lindini,Eastern Cape,-31.601693,28.716445,5
lindley,Lindley,Free State,-27.879096,27.91348,3
lindsay,Lindsay,Eastern Cape,-32.216667,28.15,5
linga longa,Linga Longa,Mpumalanga,-25.679214,31.291094,7
lingeni,Lingeni,Eastern Cape,-31.346826,29.64014,5
linkside,Linkside,Western Cape,-34.18564,22.140655,11
linokana,Linokana,North West,-25.45433,25.877115,10
linopeng,Linopeng,North West,-26.790961,23.350027,10
linopen,Linopen,North West,-26.790961,23.350027,10
linotsing,Linotsing,Eastern Cape,-30.55597,28.597789,5
linton,Linton,Limpopo,-22.392875,29.569899,9
lionelton,Lionelton,Mpumalanga,-26.21167,28.895657,7
lismore,Lismore,Eastern Cape,-31.604539,26.557907,5
little brak river,Little Brak River,Western Cape,-34.08286,22.147628,11
little falls,Little Falls,Gauteng,-26.119001,27.890826,6
liversedge,Liversedge,North West,-25.433333,26.233333,10
liviersrust,Liviersrust,Eastern Cape,-31.1,26.666667,5
lixeni,Lixeni,Eastern Cape,-30.977353,28.54213,5
liyengweni,Liyengweni,Eastern Cape,-30.633876,28.775901,5
llandudno,Llandudno,Western Cape,-34.009198,18.344159,11
lobatieng,Lobatieng,North West,-25.173603,25.837812,10
lobotane,Lobotane,North West,-25.2,25.816667,10
lobutsane,Lobutsane,North West,-27.140008,23.86053,10
locate van chune,Locate van Chune,Limpopo,-24.183333,29.5,9
locate van m'phatele,Locate van M'phatele,Limpopo,-24.333333,29.65,9
locatie van chune,Locatie van Chune,Limpopo,-24.183333,29.5,9
locatie van de knopneuzen,Locatie van de Knopneuzen,Limpopo,-23.147881,30.559096,9
locatie van malietzie,Locatie van Malietzie,Limpopo,-23.733333,29.3,9
locatie van m'phatlele,Locatie van M'phatlele,Limpopo,-24.333333,29.65,9
locatie van ramagoep,Locatie van Ramagoep,Limpopo,-23.5,29.816667,9
locatie van tabaan,Locatie van Tabaan,Limpopo,-23.2,30.433333,9
location,Location,Northern Cape,-29.333333,21.15,8
lochiel,Lochiel,Mpumalanga,-26.140496,30.78274,7
lochlynne,Lochlynne,Western Cape,-33.101283,19.450034,11
lochvaal,Lochvaal,Gauteng,-26.742633,27.69704,6
loch venus,Loch Venus,Western Cape,-34.116667,18.383333,11
locke moore,Locke Moore,Eastern Cape,-33.583333,26.75,5
lockshoek,Lockshoek,Free State,-29.162467,26.031336,3
lockwood hall,Lockwood Hall,KwaZulu Natal,-30.150793,30.255886,2
loding,Loding,Mpumalanga,-25.10663,28.763505,7
loerie,Loerie,Eastern Cape,-33.87256,25.030801,5
loeriesfontein,Loeriesfontein,Northern Cape,-30.953935,19.443363,8
loeuwfontein,Loeuwfontein,Free State,-29.765882,26.490932,3
logabate,Logabate,North West,-27.166294,23.415026,10
logabati,Logabati,North West,-27.166294,23.415026,10
logagane,Logagane,North West,-25.817211,24.885251,10
logaganeng,Logaganeng,North West,-27.345155,23.585624,10
logageng,Logageng,North West,-25.940627,24.692816,10
logaging,Logaging,North West,-25.940627,24.692816,10
logaring,Logaring,North West,-25.940627,24.692816,10
logobate location,Logobate Location,North West,-27.166294,23.415026,10
logobate,Logobate,North West,-27.166294,23.415026,10
lohatla,Lohatla,Northern Cape,-28.05,23.05,8
lohatlha,Lohatlha,Northern Cape,-28.05,23.05,8
lokaleng,Lokaleng,North West,-25.77598,25.533188,10
lokammona,Lokammona,North West,-27.587744,24.652821,10
lokapane,Lokapane,North West,-26.958478,23.653217,10
lokasie,Lokasie,Eastern Cape,-31.466667,27.35,5
lokihakane,Lokihakane,North West,-27.279296,23.472253,10
lokishini,Lokishini,Eastern Cape,-30.853447,28.496802,5
lokung,Lokung,North West,-25.79092,25.467738,10
lomatimond,Lomatimond,Mpumalanga,-25.63661,31.788546,7
lombardskop settlement,Lombardskop Settlement,KwaZulu Natal,-28.55,29.966667,2
lombards post,Lombards Post,Eastern Cape,-33.549032,26.696546,5
lombardy east,Lombardy East,Gauteng,-26.118323,28.124729,6
lombardy,Lombardy,Eastern Cape,-31.707578,26.320385,5
lomondo location,Lomondo Location,Limpopo,-23.01076,30.372539,9
lonalis,Lonalis,Free State,-29.159401,25.797375,3
lonci,Lonci,Eastern Cape,-30.814633,28.971159,5
london,London,Mpumalanga,-24.766667,30.866667,7
london,London,Limpopo,-24.302623,30.572504,9
lonely,Lonely,Eastern Cape,-31.738201,25.646489,5
lone star texas,Lone Star Texas,North West,-25.733333,27.9,10
lone tree,Lone Tree,Eastern Cape,-32.816608,28.086675,5
longaneng,Longaneng,North West,-27.628313,24.944278,10
longden,Longden,Eastern Cape,-31.316667,28.333333,5
longdens,Longdens,Eastern Cape,-31.316667,28.333333,5
longhirst,Longhirst,North West,-26.852414,23.571783,10
longhurst,Longhurst,North West,-26.852414,23.571783,10
longlands,Longlands,KwaZulu Natal,-30.059225,30.194144,2
longlands,Longlands,Eastern Cape,-31.316667,28.333333,5
longlands,Longlands,Northern Cape,-28.458502,24.349902,8
longlead,Longlead,Free State,-30.020812,26.885284,3
longlee,Longlee,Eastern Cape,-33.465895,26.04905,5
longmore,Longmore,Eastern Cape,-33.856335,25.113391,5
longsight,Longsight,Mpumalanga,-24.690051,30.497187,7
longsought,Longsought,Eastern Cape,-30.578229,27.181797,5
lonsdale,Lonsdale,Limpopo,-23.614011,29.16023,9
loodmyn,Loodmyn,Limpopo,-23.133333,28.716667,9
lookout,Lookout,Eastern Cape,-31.857437,28.103434,5
loopeng,Loopeng,North West,-26.796759,23.394611,10
loopspruit,Loopspruit,Limpopo,-24.666667,29.75,9
lopende river,Lopende River,Western Cape,-33.475289,22.760409,11
lopenderivier,Lopenderivier,Western Cape,-33.475289,22.760409,11
lophalaphala,Lophalaphala,North West,-27.322925,23.393561,10
loququeni,Loququeni,Eastern Cape,-31.437705,29.53046,5
lorraine,Lorraine,Eastern Cape,-33.967234,25.515454,5
lorraine,Lorraine,Limpopo,-24.216667,30.433333,9
losasaneno,Losasaneno,North West,-28.023955,24.530752,10
loskop,Loskop,KwaZulu Natal,-28.933333,29.616667,2
loskop,Loskop,Eastern Cape,-30.858122,26.840756,5
losmytjerrie,Losmytjerrie,North West,-24.928118,26.677397,10
lota,Lota,Eastern Cape,-31.865307,28.338568,5
lotana,Lotana,Eastern Cape,-31.280415,28.92558,5
lothair,Lothair,Mpumalanga,-26.38939,30.435264,7
lothakane,Lothakane,Northern Cape,-27.833333,23.183333,8
lothiakane,Lothiakane,North West,-26.018251,25.636712,10
lothlakane,Lothlakane,North West,-26.018251,25.636712,10
lothlakeng,Lothlakeng,North West,-26.966667,23.25,10
lothlaken,Lothlaken,North West,-26.966667,23.25,10
lotihakeng,Lotihakeng,North West,-27.283333,23.333333,10
lotlaken,Lotlaken,North West,-26.966667,23.25,10
lotlakin,Lotlakin,North West,-27.283333,23.333333,10
lotlapa,Lotlapa,North West,-26.816486,23.870035,10
lotlhakane,Lotlhakane,North West,-26.018251,25.636712,10
lotlhakeng,Lotlhakeng,North West,-26.966667,23.25,10
lotlhogori,Lotlhogori,North West,-26.024244,25.573807,10
lottering,Lottering,Eastern Cape,-33.966567,23.734774,5
lotus river,Lotus River,Western Cape,-34.037828,18.517059,11
loubsersrus,Loubsersrus,North West,-24.835928,26.429377,10
louden,Louden,Eastern Cape,-31.015362,28.469131,5
louidale,Louidale,Eastern Cape,-32.772592,26.833979,5
louis botha,Louis Botha,Eastern Cape,-30.916667,26.133333,5
louisdal,Louisdal,North West,-26.249185,25.475939,10
louisiana,Louisiana,KwaZulu Natal,-30.685842,30.460402,2
louis trichardt,Louis Trichardt,Limpopo,-23.043853,29.90319,9
louisvale,Louisvale,Northern Cape,-28.577898,21.197211,8
loumarina,Loumarina,Gauteng,-26.15,27.65,6
louraine,Louraine,Limpopo,-23.026601,29.855773,9
lourdes,Lourdes,Eastern Cape,-30.199223,29.683724,5
lourensa,Lourensa,Free State,-30.343115,26.39452,3
louretha,Louretha,Northern Cape,-29.789781,22.416093,8
louterwater,Louterwater,Eastern Cape,-33.800087,23.663818,5
louwbosch coloured settlement,Louwbosch Coloured Settlement,Northern Cape,-26.70903,20.113796,8
louwbos coloured settlement,Louwbos Coloured Settlement,Northern Cape,-26.70903,20.113796,8
louwna,Louwna,North West,-26.902785,24.151169,10
louwsburg,Louwsburg,KwaZulu Natal,-27.578571,31.289403,2
louw's creek,Louw's Creek,Mpumalanga,-25.642165,31.291224,7
louwsrust,Louwsrust,Eastern Cape,-31.017677,26.678553,5
louwsrust,Louwsrust,Northern Cape,-29.852887,21.007923,8
lovat,Lovat,KwaZulu Natal,-30.566667,30.116667,2
lovedale college,Lovedale College,Eastern Cape,-32.772592,26.833979,5
lovedale,Lovedale,Free State,-29.235948,27.080188,3
love dale,Love Dale,Eastern Cape,-31.663601,26.216539,5
lovedale,Lovedale,Eastern Cape,-32.772592,26.833979,5
lovedale,Lovedale,Northern Cape,-29.213575,22.140518,8
lovemore,Lovemore,Limpopo,-23.097925,29.856184,9
lovemore park,Lovemore Park,Eastern Cape,-34.015439,25.527133,5
lovodale,Lovodale,KwaZulu Natal,-29.878392,30.425514,2
lower bolotwa,Lower Bolotwa,Eastern Cape,-31.848,28.274389,5
lower cala,Lower Cala,Eastern Cape,-31.51785,27.622598,5
lower culunca,Lower Culunca,Eastern Cape,-31.144209,28.728686,5
lower didimana,Lower Didimana,Eastern Cape,-32.1,26.583333,5
lower dikgatlhong,Lower Dikgatlhong,Northern Cape,-27.104064,22.936469,8
lower dikgatlon,Lower Dikgatlon,Northern Cape,-27.104064,22.936469,8
lower elucwecwe,Lower Elucwecwe,Eastern Cape,-31.734702,27.881401,5
lower flucwecwe,Lower Flucwecwe,Eastern Cape,-31.7,27.883333,5
lower gqobonco,Lower Gqobonco,Eastern Cape,-31.607403,28.257022,5
lower gqubonco,Lower Gqubonco,Eastern Cape,-31.607403,28.257022,5
lower gretna,Lower Gretna,Eastern Cape,-31.529877,26.635669,5
lower gubonco,Lower Gubonco,Eastern Cape,-31.607403,28.257022,5
lower mayeakgoro,Lower Mayeakgoro,North West,-27.776547,24.661646,10
lower mcambalala,Lower Mcambalala,Eastern Cape,-31.847693,27.491816,5
lower mdumbi,Lower Mdumbi,Eastern Cape,-31.770711,28.998245,5
lower mkata,Lower Mkata,Eastern Cape,-31.371894,29.399997,5
lower mkate,Lower Mkate,Eastern Cape,-31.371894,29.399997,5
lower mnyolo,Lower Mnyolo,Eastern Cape,-31.584993,28.284314,5
lower mtingwevu,Lower Mtingwevu,Eastern Cape,-31.740452,27.596675,5
lower mvemyana,Lower Mvemyana,Eastern Cape,-30.695315,29.113703,5
lower mvenyane,Lower Mvenyane,Eastern Cape,-30.695315,29.113703,5
lower-ngqwara,Lower-Ngqwara,Eastern Cape,-31.79966,28.779316,5
lower qoha,Lower Qoha,Eastern Cape,-32.314992,28.29599,5
lower qora,Lower Qora,Eastern Cape,-32.314992,28.29599,5
lower rabula,Lower Rabula,Eastern Cape,-32.766667,27.15,5
lower rainy,Lower Rainy,Eastern Cape,-31.793718,29.1631,5
lower sabelele,Lower Sabelele,Eastern Cape,-32.117363,27.437439,5
lower tsitana,Lower Tsitana,Eastern Cape,-30.882346,28.360332,5
lower tsitsana,Lower Tsitsana,Eastern Cape,-30.874995,28.341743,5
lower tyira,Lower Tyira,Eastern Cape,-31.179965,28.811404,5
lower tyola,Lower Tyola,Eastern Cape,-31.94892,28.76603,5
lower tyolo,Lower Tyolo,Eastern Cape,-31.94892,28.76603,5
lower wolf river,Lower Wolf River,Eastern Cape,-32.71852,27.099263,5
lower xangora,Lower Xangora,Eastern Cape,-31.65436,28.400103,5
lowlands,Lowlands,Free State,-29.273349,26.10042,3
lowlands,Lowlands,Eastern Cape,-31.914478,25.506492,5
loxton,Loxton,Northern Cape,-31.477644,22.352318,8
loxtonvale,Loxtonvale,Northern Cape,-28.709883,20.879537,8
lubacweni,Lubacweni,Eastern Cape,-30.90265,29.016033,5
lubaleko,Lubaleko,Eastern Cape,-30.183333,28.983333,5
lubalekweni,Lubalekweni,Eastern Cape,-31.850454,28.737806,5
lubanzi,Lubanzi,Eastern Cape,-31.438544,29.069444,5
lubisi,Lubisi,Eastern Cape,-31.583547,27.98894,5
lubisini,Lubisini,Eastern Cape,-30.545726,28.476928,5
lubomnini,Lubomnini,Eastern Cape,-32.2,28.566667,5
lubomvini,Lubomvini,Eastern Cape,-32.197017,28.572849,5
lucerna,Lucerna,Eastern Cape,-33.942966,24.318644,5
lucernedale,Lucernedale,Eastern Cape,-31.470337,25.606957,5
lucerne,Lucerne,KwaZulu Natal,-28.925725,30.740069,2
lucernvlei,Lucernvlei,Free State,-29.704738,26.563434,3
luckau,Luckau,Mpumalanga,-25,28.633333,7
luckhoff,Luckhoff,Free State,-29.750235,24.787943,3
lucwecwe,Lucwecwe,Eastern Cape,-31.734702,27.881401,5
ludadasi,Ludadasi,Eastern Cape,-31.650097,29.286978,5
ludaka,Ludaka,Eastern Cape,-31.843036,29.190669,5
ludakeni,Ludakeni,Eastern Cape,-31.443325,27.624307,5
ludalasi,Ludalasi,Eastern Cape,-31.650097,29.286978,5
ludeka,Ludeka,Eastern Cape,-30.816077,29.720257,5
ludeke,Ludeke,Eastern Cape,-30.816077,29.720257,5
luderitzbucht,Luderitzbucht,Eastern Cape,-31.101925,26.064199,5
ludiza,Ludiza,Eastern Cape,-32.15,28.616667,5
ludlameni,Ludlameni,Eastern Cape,-31.083333,29.05,5
ludlow,Ludlow,Limpopo,-24.669208,31.279291,9
ludondolo,Ludondolo,Eastern Cape,-31.933333,28.483333,5
ludonga,Ludonga,Eastern Cape,-31.387144,29.308401,5
ludongo,Ludongo,Eastern Cape,-31.387144,29.308401,5
luembo,Luembo,Eastern Cape,-31.711772,27.89386,5
lufafa,Lufafa,Eastern Cape,-30.883333,29.033333,5
lufefeni,Lufefeni,Eastern Cape,-30.119275,29.10938,5
lufuta,Lufuta,Eastern Cape,-31.667035,27.655922,5
lugada,Lugada,Eastern Cape,-30.404021,28.665328,5
lugado,Lugado,Eastern Cape,-30.404021,28.665328,5
lugalakaxa,Lugalakaxa,Eastern Cape,-30.937089,29.075927,5
lugaqweni,Lugaqweni,Eastern Cape,-31.565954,29.436877,5
lugcadweni,Lugcadweni,Eastern Cape,-30.584418,28.444132,5
luge,Luge,Limpopo,-23.608043,28.877644,9
lugogweni,Lugogweni,Eastern Cape,-31.437705,29.53046,5
lugolwenie,Lugolwenie,Eastern Cape,-31.616667,28.133333,5
lugolweni,Lugolweni,Eastern Cape,-30.883849,29.043386,5
lugongqoso,Lugongqoso,Eastern Cape,-31.75,29.266667,5
lugongqozo,Lugongqozo,Eastern Cape,-31.203883,29.250716,5
luhasheni,Luhasheni,Eastern Cape,-31.429524,28.860576,5
luheni,Luheni,Limpopo,-22.808307,30.365157,9
luhewini,Luhewini,Eastern Cape,-31.698205,28.106176,5
luhlalwini,Luhlalwini,Eastern Cape,-31.592378,27.560474,5
lujecweni,Lujecweni,Eastern Cape,-31.059916,29.567372,5
lujiza,Lujiza,Eastern Cape,-33.266805,27.466029,5
lujizweni,Lujizweni,Eastern Cape,-31.75,28.95,5
lukahlambeni,Lukahlambeni,Eastern Cape,-31.098748,29.635964,5
luka,Luka,North West,-25.512847,27.185284,10
lukanyisweni,Lukanyisweni,Eastern Cape,-31.037982,29.766809,5
lukeni,Lukeni,Eastern Cape,-31.42043,29.223207,5
lukolweni,Lukolweni,Eastern Cape,-32.166667,28.55,5
lukuni,Lukuni,Eastern Cape,-31.42043,29.223207,5
lukwetu,Lukwetu,Eastern Cape,-31.659471,28.612087,5
lulwalweni,Lulwalweni,Eastern Cape,-31.75,28.8,5
luna,Luna,Eastern Cape,-30.869796,29.993491,5
lunda gate,Lunda Gate,Eastern Cape,-30.330656,28.692912,5
lunda,Lunda,Eastern Cape,-30.330656,28.692912,5
lundean's nek,Lundean's Nek,Eastern Cape,-30.658721,27.734174,5
lundie,Lundie,Eastern Cape,-32.22597,28.631339,5
lundini,Lundini,KwaZulu Natal,-27.141107,31.991458,2
lundini,Lundini,Eastern Cape,-30.860897,28.964316,5
lundin's nek,Lundin's Nek,Eastern Cape,-30.658721,27.734174,5
lundwana,Lundwana,Eastern Cape,-30.855393,29.51803,5
lundzwana,Lundzwana,Eastern Cape,-30.855393,29.51803,5
lunyingweni,Lunyingweni,Eastern Cape,-30.97734,29.157539,5
lupanie,Lupanie,Northern Cape,-28.045961,22.654739,8
lupapazi,Lupapazi,Northern Cape,-32.25,20.75,8
lupatana,Lupatana,Eastern Cape,-31.42101,29.85225,5
luphisi,Luphisi,Mpumalanga,-25.406371,31.278931,7
lupilisweni,Lupilisweni,Eastern Cape,-30.869999,29.61955,5
lupindo,Lupindo,Eastern Cape,-30.498888,28.668008,5
lupindos,Lupindos,Eastern Cape,-30.498888,28.668008,5
lupindweni,Lupindweni,Eastern Cape,-31.627091,26.951319,5
lupondweni,Lupondweni,Eastern Cape,-31.965796,28.56538,5
luqaqeni,Luqaqeni,Eastern Cape,-30.168482,29.057271,5
luqolweni,Luqolweni,Eastern Cape,-30.934494,28.732993,5
luqoqweni,Luqoqweni,Eastern Cape,-31.437705,29.53046,5
luququweni,Luququweni,Eastern Cape,-31.437705,29.53046,5
luraseni,Luraseni,Eastern Cape,-31.429524,28.860576,5
lurie,Lurie,North West,-26.602919,23.149016,10
lusaka,Lusaka,Free State,-29.156382,26.77075,3
lusasa,Lusasa,Eastern Cape,-32.692683,28.078275,5
lushington,Lushington,Eastern Cape,-33.15,27.7,5
lushof,Lushof,Free State,-29.377563,26.194807,3
lushof,Lushof,Eastern Cape,-31.16747,26.280643,5
lushof,Lushof,Northern Cape,-29.795391,21.167344,8
lushof,Lushof,Limpopo,-23.144554,29.885843,9
lusiki,Lusiki,Eastern Cape,-32.458428,28.488466,5
lusikisiki,Lusikisiki,Eastern Cape,-31.361987,29.573285,5
lusizi,Lusizi,Eastern Cape,-32.458428,28.488466,5
lusizini,Lusizini,Eastern Cape,-31.04371,28.975082,5
lusthof,Lusthof,Free State,-29.478793,26.554343,3
lusthof,Lusthof,Eastern Cape,-30.653641,26.191215,5
lusuthu,Lusuthu,Eastern Cape,-30.784888,29.228399,5
lutambeko,Lutambeko,Eastern Cape,-30.839529,29.550899,5
lutanibebo,Lutanibebo,Eastern Cape,-31.166667,29.216667,5
lutateni,Lutateni,Eastern Cape,-30.750832,29.052386,5
lutengela,Lutengela,Eastern Cape,-31.492671,29.406971,5
lutengele,Lutengele,Eastern Cape,-31.492671,29.406971,5
lutha,Lutha,Eastern Cape,-31.432234,27.611672,5
lutlake,Lutlake,North West,-27.133333,23.383333,10
lutoli,Lutoli,Eastern Cape,-31.527391,28.824916,5
lutshatsheni,Lutshatsheni,Eastern Cape,-31.383333,29.2,5
lutsheni,Lutsheni,Eastern Cape,-31.263046,29.452271,5
lutshikini,Lutshikini,Eastern Cape,-30.751922,29.089759,5
